Epoch: 0 | Step: 1 | loss: -474394.62500 | acc: 0.20000 | recall: 0.25000 | f1 score: 0.22222
Epoch: 0 | Step: 2 | loss: -344053.84375 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 3 | loss: -494445.37500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 4 | loss: -430334.65625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 5 | loss: -318065.00000 | acc: 0.12500 | recall: 0.10000 | f1 score: 0.11111
Epoch: 0 | Step: 6 | loss: -57481.25781 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 7 | loss: -337666.50000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 8 | loss: -310103.43750 | acc: 0.14286 | recall: 0.14286 | f1 score: 0.14286
Epoch: 0 | Step: 9 | loss: -270756.15625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 10 | loss: -519855.90625 | acc: 0.50000 | recall: 0.33333 | f1 score: 0.40000
Epoch: 0 | Step: 11 | loss: -466234.43750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 12 | loss: -269021.53125 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 13 | loss: -507378.40625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 14 | loss: -362238.15625 | acc: 0.25000 | recall: 0.20000 | f1 score: 0.22222
Epoch: 0 | Step: 15 | loss: -476517.25000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 16 | loss: -447890.96875 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 17 | loss: -217711.79688 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 18 | loss: -373685.65625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 19 | loss: -439689.43750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 20 | loss: -434250.46875 | acc: 0.14286 | recall: 0.14286 | f1 score: 0.14286
Epoch: 0 | Step: 21 | loss: -323906.84375 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 22 | loss: -437188.87500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 23 | loss: -302950.00000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 24 | loss: -373859.34375 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 25 | loss: -305737.40625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 26 | loss: -439650.37500 | acc: 0.10000 | recall: 0.33333 | f1 score: 0.15385
Epoch: 0 | Step: 27 | loss: -430321.96875 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 28 | loss: -197421.31250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 29 | loss: -391199.84375 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 30 | loss: -449486.46875 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | Step: 31 | loss: -277194.18750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 0 | mean loss: -45199.57031 | total acc: 0.04698 | total recall: 0.04094 | total f1 scroe: 0.04375
Epoch: 1 | Step: 1 | loss: -958612.37500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 2 | loss: -619641.25000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 3 | loss: -930617.56250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 4 | loss: -346325.65625 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 5 | loss: -887546.50000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 6 | loss: -856104.18750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 7 | loss: -923851.25000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 8 | loss: -616483.87500 | acc: 0.10000 | recall: 0.06667 | f1 score: 0.08000
Epoch: 1 | Step: 9 | loss: -896278.43750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 10 | loss: -909060.93750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 11 | loss: -947027.12500 | acc: 0.10000 | recall: 0.20000 | f1 score: 0.13333
Epoch: 1 | Step: 12 | loss: -958059.12500 | acc: 0.09091 | recall: 0.20000 | f1 score: 0.12500
Epoch: 1 | Step: 13 | loss: -860583.31250 | acc: 0.16667 | recall: 0.14286 | f1 score: 0.15385
Epoch: 1 | Step: 14 | loss: -971251.50000 | acc: 0.12500 | recall: 0.16667 | f1 score: 0.14286
Epoch: 1 | Step: 15 | loss: -796610.56250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 16 | loss: -932649.06250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 17 | loss: -870877.75000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 18 | loss: -713529.81250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 19 | loss: -925212.18750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 20 | loss: -766573.06250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 21 | loss: -756826.06250 | acc: 0.07692 | recall: 0.25000 | f1 score: 0.11765
Epoch: 1 | Step: 22 | loss: -514710.37500 | acc: 0.09091 | recall: 0.12500 | f1 score: 0.10526
Epoch: 1 | Step: 23 | loss: -875531.31250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 24 | loss: -773459.43750 | acc: 0.25000 | recall: 0.22222 | f1 score: 0.23529
Epoch: 1 | Step: 25 | loss: -989178.93750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 26 | loss: -518872.71875 | acc: 0.08333 | recall: 0.16667 | f1 score: 0.11111
Epoch: 1 | Step: 27 | loss: -823360.31250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 28 | loss: -744727.93750 | acc: 0.18182 | recall: 0.28571 | f1 score: 0.22222
Epoch: 1 | Step: 29 | loss: -851062.50000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 30 | loss: -769323.81250 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 1 | Step: 31 | loss: -948671.06250 | acc: 0.14286 | recall: 0.16667 | f1 score: 0.15385
Epoch: 1 | mean loss: -99419.77344 | total acc: 0.04924 | total recall: 0.07738 | total f1 scroe: 0.06019
Epoch: 2 | Step: 1 | loss: -1387833.00000 | acc: 0.05882 | recall: 0.25000 | f1 score: 0.09524
Epoch: 2 | Step: 2 | loss: -1174173.00000 | acc: 0.05556 | recall: 0.11111 | f1 score: 0.07407
Epoch: 2 | Step: 3 | loss: -1096397.25000 | acc: 0.04762 | recall: 0.12500 | f1 score: 0.06897
Epoch: 2 | Step: 4 | loss: -1309624.37500 | acc: 0.06250 | recall: 0.20000 | f1 score: 0.09524
Epoch: 2 | Step: 5 | loss: -1370941.50000 | acc: 0.08333 | recall: 0.25000 | f1 score: 0.12500
Epoch: 2 | Step: 6 | loss: -1362066.62500 | acc: 0.16667 | recall: 0.50000 | f1 score: 0.25000
Epoch: 2 | Step: 7 | loss: -1329110.37500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 8 | loss: -1187651.50000 | acc: 0.08333 | recall: 0.20000 | f1 score: 0.11765
Epoch: 2 | Step: 9 | loss: -974532.43750 | acc: 0.05556 | recall: 0.25000 | f1 score: 0.09091
Epoch: 2 | Step: 10 | loss: -1352162.75000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 11 | loss: -921883.31250 | acc: 0.04545 | recall: 0.09091 | f1 score: 0.06061
Epoch: 2 | Step: 12 | loss: -1306089.75000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 13 | loss: -1321754.62500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 14 | loss: -1222144.62500 | acc: 0.04762 | recall: 0.20000 | f1 score: 0.07692
Epoch: 2 | Step: 15 | loss: -1259693.00000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 16 | loss: -1066271.75000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 17 | loss: -1037556.75000 | acc: 0.15000 | recall: 0.33333 | f1 score: 0.20690
Epoch: 2 | Step: 18 | loss: -1341631.12500 | acc: 0.05000 | recall: 0.33333 | f1 score: 0.08696
Epoch: 2 | Step: 19 | loss: -1315981.37500 | acc: 0.07143 | recall: 0.20000 | f1 score: 0.10526
Epoch: 2 | Step: 20 | loss: -965775.68750 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 21 | loss: -1351186.25000 | acc: 0.14286 | recall: 0.28571 | f1 score: 0.19048
Epoch: 2 | Step: 22 | loss: -1230290.37500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 23 | loss: -1121938.00000 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 24 | loss: -789502.37500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
Epoch: 2 | Step: 25 | loss: -944292.06250 | acc: 0.05263 | recall: 0.10000 | f1 score: 0.06897
Epoch: 2 | Step: 26 | loss: -1245367.12500 | acc: 0.00000 | recall: 0.00000 | f1 score: 0.00000
